-0.519884	1.632500	0.965200
0.480117	0.000000	0.006000
0.480117	0.137500	0.008300
0.480117	0.237400	0.013500
0.480117	0.337000	0.022000
0.480117	0.436300	0.034100
0.480117	0.534900	0.050400
0.480117	0.632800	0.071100
0.480117	0.729500	0.096600
0.480117	0.824800	0.126800
0.480117	0.918200	0.162500
0.480117	1.008300	0.205700
0.480117	1.094100	0.257000
0.480117	1.175500	0.315100
0.480117	1.252200	0.379200
0.480117	1.323100	0.449600
0.480117	1.387400	0.526200
0.480117	1.445400	0.607600
0.480117	1.497600	0.692900
0.480117	1.544400	0.781200
0.480117	1.586100	0.872100
0.480117	1.622500	0.965200
1.480225	0.000000	0.001200
1.480225	0.100600	0.002700
1.480225	0.200500	0.007300
1.480225	0.300100	0.015400
1.480225	0.399400	0.027300
1.480225	0.498100	0.043500
1.480225	0.595900	0.064300
1.480225	0.692500	0.090100
1.480225	0.787600	0.120900
1.480225	0.880800	0.157100
1.480225	0.970800	0.200600
1.480225	1.056500	0.252200
1.480225	1.137300	0.310900
1.480225	1.213600	0.375600
1.480225	1.284300	0.446300
1.480225	1.348600	0.522800
1.480225	1.406500	0.604300
1.480225	1.458700	0.689600
1.480225	1.505300	0.778100
1.480225	1.546800	0.869000
1.480225	1.583100	0.965200
2.480225	0.000000	0.020000
2.480225	0.100700	0.021700
2.480225	0.200500	0.026900
2.480225	0.300100	0.036100
2.480225	0.399200	0.049500
2.480225	0.497500	0.067500
2.480225	0.594800	0.090600
2.480225	0.690700	0.119100
2.480225	0.784700	0.153200
2.480225	0.876200	0.193400
2.480225	0.963800	0.241500
2.480225	1.046500	0.297600
2.480225	1.124200	0.360500
2.480225	1.196900	0.429200
2.480225	1.263700	0.503600
2.480225	1.323900	0.583400
2.480225	1.377900	0.667500
2.480225	1.426100	0.755100
2.480225	1.469000	0.845500
2.480225	1.506700	0.965200
3.480225	0.000000	0.060500
3.480225	0.100700	0.062500
3.480225	0.200500	0.068600
3.480225	0.299900	0.079200
3.480225	0.398700	0.094600
3.480225	0.496600	0.115200
3.480225	0.593100	0.141300
3.480225	0.687800	0.173500
3.480225	0.780000	0.212000
3.480225	0.868900	0.257800
3.480225	0.952900	0.311900
3.480225	1.031600	0.373600
3.480225	1.104800	0.441600
3.480225	1.172500	0.515200
3.480225	1.233700	0.594300
3.480225	1.288200	0.678100
3.480225	1.336600	0.765600
3.480225	1.379400	0.855900
3.480225	1.417100	0.965200
4.480225	0.000000	0.121300
4.480225	0.100800	0.123700
4.480225	0.200500	0.131100
4.480225	0.299600	0.143900
4.480225	0.397900	0.162200
4.480225	0.495000	0.186200
4.480225	0.590300	0.216500
4.480225	0.683100	0.253800
4.480225	0.772500	0.298500
4.480225	0.857200	0.351500
4.480225	0.936200	0.412800
4.480225	1.009300	0.481000
4.480225	1.076600	0.554900
4.480225	1.137400	0.634200
4.480225	1.191200	0.718500
4.480225	1.238500	0.806600
4.480225	1.279900	0.965200
5.480147	0.000000	0.203200
5.480147	0.199100	0.212500
5.480147	0.297800	0.228300
5.480147	0.395300	0.250700
5.480147	0.491000	0.279500
5.480147	0.584300	0.315400
5.480147	0.674000	0.359400
5.480147	0.758900	0.412200
5.480147	0.837600	0.473900
5.480147	0.909900	0.542900
5.480147	0.975900	0.618000
5.480147	1.035200	0.698400
5.480147	1.087100	0.783900
5.480147	1.132200	0.873100
5.480147	1.171100	0.965200
6.480157	0.000000	0.294800
6.480157	0.102300	0.299000
6.480157	0.201500	0.311400
6.480157	0.299300	0.332000
6.480157	0.395200	0.360200
6.480157	0.488600	0.395900
6.480157	0.578400	0.439800
6.480157	0.662900	0.493200
6.480157	0.740500	0.556200
6.480157	0.811000	0.627100
6.480157	0.874500	0.704300
6.480157	0.930800	0.786800
6.480157	0.979400	0.874200
6.480157	1.020700	0.965200
7.480225	0.000000	0.403100
7.480225	0.100800	0.408700
7.480225	0.199300	0.425400
7.480225	0.295600	0.452400
7.480225	0.388900	0.488300
7.480225	0.478500	0.532600
7.480225	0.562500	0.586600
7.480225	0.638900	0.651100
7.480225	0.707200	0.724100
7.480225	0.767800	0.803600
7.480225	0.820500	0.888500
7.480225	0.820500	0.965200
8.480225	0.000000	0.523300
8.480225	0.100600	0.531500
8.480225	0.197700	0.555100
8.480225	0.290800	0.591400
8.480225	0.379400	0.637700
8.480225	0.462200	0.693700
8.480225	0.536700	0.760300
8.480225	0.602300	0.835700
8.480225	0.659500	0.917600
8.480225	0.659500	0.965200
9.480225	0.000000	0.653500
9.480225	0.100000	0.666400
9.480225	0.193700	0.701100
9.480225	0.280600	0.750400
9.480225	0.360600	0.810300
9.480225	0.432200	0.880000
9.480225	0.494100	0.965200
10.480210	0.000000	0.796300
10.480210	0.134700	0.835600
10.480210	0.214800	0.895300
10.480210	0.286200	0.965200
