-7.519818	0.000000	0.913800
-7.519818	0.154800	0.914900
-7.519818	0.254800	0.917700
-7.519818	0.354700	0.922800
-7.519818	0.454200	0.931700
-7.519818	0.553200	0.945800
-7.519818	0.651300	0.965200
-6.519845	0.000000	0.731200
-6.519845	0.100500	0.731600
-6.519845	0.200500	0.733500
-6.519845	0.300400	0.737400
-6.519845	0.400200	0.744200
-6.519845	0.499500	0.755400
-6.519845	0.598200	0.772000
-6.519845	0.695700	0.794100
-6.519845	0.791400	0.822800
-6.519845	0.884100	0.860300
-6.519845	0.972300	0.907300
-6.519845	1.053700	0.965200
-5.519858	0.000000	0.559300
-5.519858	0.168700	0.560600
-5.519858	0.268700	0.563900
-5.519858	0.368500	0.569700
-5.519858	0.468100	0.579100
-5.519858	0.567000	0.593500
-5.519858	0.665000	0.613400
-5.519858	0.761600	0.639300
-5.519858	0.856000	0.672200
-5.519858	0.947200	0.713200
-5.519858	1.034500	0.761800
-5.519858	1.116000	0.819700
-5.519858	1.188500	0.888400
-5.519858	1.252400	0.965200
-4.519868	0.000000	0.404600
-4.519868	0.186400	0.406400
-4.519868	0.286300	0.410200
-4.519868	0.386100	0.416800
-4.519868	0.485600	0.426900
-4.519868	0.584400	0.441700
-4.519868	0.682400	0.461900
-4.519868	0.779000	0.487700
-4.519868	0.873400	0.520400
-4.519868	0.964900	0.560800
-4.519868	1.052700	0.608500
-4.519868	1.136400	0.663200
-4.519868	1.213100	0.727300
-4.519868	1.281100	0.800500
-4.519868	1.341200	0.880400
-4.519868	1.394100	0.965200
-3.519875	0.000000	0.271600
-3.519875	0.162800	0.273200
-3.519875	0.262700	0.276900
-3.519875	0.362500	0.283200
-3.519875	0.462100	0.292700
-3.519875	0.561100	0.306300
-3.519875	0.659400	0.324700
-3.519875	0.756600	0.348300
-3.519875	0.852200	0.377600
-3.519875	0.945200	0.414100
-3.519875	1.034700	0.458600
-3.519875	1.120500	0.510000
-3.519875	1.201800	0.568200
-3.519875	1.276000	0.635100
-3.519875	1.342000	0.710100
-3.519875	1.400700	0.791000
-3.519875	1.452700	0.876400
-3.519875	1.498700	0.965200
-2.519880	0.000000	0.165300
-2.519880	0.196100	0.168000
-2.519880	0.296000	0.173000
-2.519880	0.395700	0.180900
-2.519880	0.495000	0.192200
-2.519880	0.593800	0.207700
-2.519880	0.691700	0.227900
-2.519880	0.788600	0.252900
-2.519880	0.883800	0.283200
-2.519880	0.976400	0.320900
-2.519880	1.065300	0.366600
-2.519880	1.150200	0.419400
-2.519880	1.230700	0.478700
-2.519880	1.304700	0.545900
-2.519880	1.371000	0.620700
-2.519880	1.430300	0.701200
-2.519880	1.483100	0.786100
-2.519880	1.530100	0.874300
-2.519880	1.571800	0.965200
-1.519883	0.000000	0.086800
-1.519883	0.184700	0.089600
-1.519883	0.284500	0.094900
-1.519883	0.384200	0.103200
-1.519883	0.483500	0.115000
-1.519883	0.582200	0.130800
-1.519883	0.680200	0.151000
-1.519883	0.777000	0.175900
-1.519883	0.872400	0.205700
-1.519883	0.965600	0.242000
-1.519883	1.055200	0.286400
-1.519883	1.140600	0.338300
-1.519883	1.221800	0.396600
-1.519883	1.297500	0.461900
-1.519883	1.366100	0.534600
-1.519883	1.427800	0.613300
-1.519883	1.483100	0.696600
-1.519883	1.532600	0.783400
-1.519883	1.576700	0.873100
-1.519883	1.615700	0.965200
-0.519884	0.000000	0.034100
-0.519884	0.131100	0.035900
-0.519884	0.231000	0.040400
-0.519884	0.330700	0.047800
-0.519884	0.430100	0.058500
-0.519884	0.529000	0.073200
-0.519884	0.627200	0.092200
-0.519884	0.724400	0.115700
-0.519884	0.820300	0.143900
-0.519884	0.914600	0.177300
-0.519884	1.005900	0.218000
-0.519884	1.093100	0.266800
-0.519884	1.176000	0.322700
-0.519884	1.254400	0.384700
-0.519884	1.327000	0.453500
-0.519884	1.392600	0.528800
-0.519884	1.451800	0.609400
-0.519884	1.505000	0.694100
-0.519884	1.552700	0.782000
-0.519884	1.595200	0.872500
